CODE,DESC,TU1CODE,TU1DESC,TU2CODE,TU2DESC,TU3CODE,TU3DESC,,,
040299,"Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Education - Activities related to nonhh child's educ., n.e.c.*",04,Caring For & Helping Nonhousehold (NonHH) Members,02,Activities Related to Nonhh Children's Education,99,"Activities related to nonhh child's educ., n.e.c.*",,,"Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Education - Activities related to nonhh child's educ., n.e.c.*"
040301,Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Health - Providing medical care to nonhh children,04,Caring For & Helping Nonhousehold (NonHH) Members,03,Activities Related to Nonhh Children's Health,01,Providing medical care to nonhh children,,,Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Health - Providing medical care to nonhh children
040302,Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Health - Obtaining medical care for nonhh children,04,Caring For & Helping Nonhousehold (NonHH) Members,03,Activities Related to Nonhh Children's Health,02,Obtaining medical care for nonhh children,,,Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Health - Obtaining medical care for nonhh children
040303,Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Health - Waiting associated with nonhh children's health,04,Caring For & Helping Nonhousehold (NonHH) Members,03,Activities Related to Nonhh Children's Health,03,Waiting associated with nonhh children's health,,,Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Health - Waiting associated with nonhh children's health
040399,"Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Health - Activities related to nonhh child's health, n.e.c.*",04,Caring For & Helping Nonhousehold (NonHH) Members,03,Activities Related to Nonhh Children's Health,99,"Activities related to nonhh child's health, n.e.c.*",,,"Caring For & Helping Nonhousehold (NonHH) Members - Activities Related to Nonhh Children's Health - Activities related to nonhh child's health, n.e.c.*"
040401,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Physical care for nonhh adults,04,Caring For & Helping Nonhousehold (NonHH) Members,04,Caring For Nonhousehold Adults,01,Physical care for nonhh adults,,,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Physical care for nonhh adults
040402,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Looking after nonhh adult (as a primary activity),04,Caring For & Helping Nonhousehold (NonHH) Members,04,Caring For Nonhousehold Adults,02,Looking after nonhh adult (as a primary activity),,,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Looking after nonhh adult (as a primary activity)
040403,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Providing medical care to nonhh adult,04,Caring For & Helping Nonhousehold (NonHH) Members,04,Caring For Nonhousehold Adults,03,Providing medical care to nonhh adult,,,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Providing medical care to nonhh adult
040404,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Obtaining medical and care services for nonhh adult,04,Caring For & Helping Nonhousehold (NonHH) Members,04,Caring For Nonhousehold Adults,04,Obtaining medical and care services for nonhh adult,,,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Obtaining medical and care services for nonhh adult
040405,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Waiting associated with caring for nonhh adults,04,Caring For & Helping Nonhousehold (NonHH) Members,04,Caring For Nonhousehold Adults,05,Waiting associated with caring for nonhh adults,,,Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Waiting associated with caring for nonhh adults
040499,"Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Caring for nonhh adults, n.e.c.*",04,Caring For & Helping Nonhousehold (NonHH) Members,04,Caring For Nonhousehold Adults,99,"Caring for nonhh adults, n.e.c.*",,,"Caring For & Helping Nonhousehold (NonHH) Members - Caring For Nonhousehold Adults - Caring for nonhh adults, n.e.c.*"
040501,"Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Housework, cooking, & shopping assistance for nonhh adults",04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,01,"Housework, cooking, & shopping assistance for nonhh adults",,,"Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Housework, cooking, & shopping assistance for nonhh adults"
040502,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - House & lawn maintenance & repair assistance for nonhh adults,04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,02,House & lawn maintenance & repair assistance for nonhh adults,,,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - House & lawn maintenance & repair assistance for nonhh adults
040503,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Animal & pet care assistance for nonhh adults,04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,03,Animal & pet care assistance for nonhh adults,,,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Animal & pet care assistance for nonhh adults
040504,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Vehicle & appliance maintenance/repair assistance for nonhh adults,04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,04,Vehicle & appliance maintenance/repair assistance for nonhh adults,,,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Vehicle & appliance maintenance/repair assistance for nonhh adults
040505,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Financial management assistance for nonhh adults,04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,05,Financial management assistance for nonhh adults,,,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Financial management assistance for nonhh adults
040506,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Household management & paperwork assistance for nonhh adults,04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,06,Household management & paperwork assistance for nonhh adults,,,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Household management & paperwork assistance for nonhh adults
040507,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Picking up/dropping off nonhh adult,04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,07,Picking up/dropping off nonhh adult,,,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Picking up/dropping off nonhh adult
040508,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Waiting associated with helping nonhh adults,04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,08,Waiting associated with helping nonhh adults,,,Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Waiting associated with helping nonhh adults
040599,"Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Helping nonhh adults, n.e.c.*",04,Caring For & Helping Nonhousehold (NonHH) Members,05,Helping Nonhousehold Adults,99,"Helping nonhh adults, n.e.c.*",,,"Caring For & Helping Nonhousehold (NonHH) Members - Helping Nonhousehold Adults - Helping nonhh adults, n.e.c.*"
049999,"Caring For & Helping Nonhousehold (NonHH) Members - Caring For & Helping NonHH Members, n.e.c.* - Caring For & Helping NonHH Members, n.e.c.*",04,Caring For & Helping Nonhousehold (NonHH) Members,99,"Caring For & Helping NonHH Members, n.e.c.*",99,"Caring For & Helping NonHH Members, n.e.c.*",,,"Caring For & Helping Nonhousehold (NonHH) Members - Caring For & Helping NonHH Members, n.e.c.* - Caring For & Helping NonHH Members, n.e.c.*"
050101,"Work & Work-Related Activities - Working - Work, main job",05,Work & Work-Related Activities,01,Working,01,"Work, main job",,,"Work & Work-Related Activities - Working - Work, main job"
050102,"Work & Work-Related Activities - Working - Work, other job(s)",05,Work & Work-Related Activities,01,Working,02,"Work, other job(s)",,,"Work & Work-Related Activities - Working - Work, other job(s)"
050103,Work & Work-Related Activities - Working - Security procedures related to work,05,Work & Work-Related Activities,01,Working,03,Security procedures related to work,,,Work & Work-Related Activities - Working - Security procedures related to work
050104,Work & Work-Related Activities - Working - Waiting associated with working,05,Work & Work-Related Activities,01,Working,04,Waiting associated with working,,,Work & Work-Related Activities - Working - Waiting associated with working
050199,"Work & Work-Related Activities - Working - Working, n.e.c.*",05,Work & Work-Related Activities,01,Working,99,"Working, n.e.c.*",,,"Work & Work-Related Activities - Working - Working, n.e.c.*"
050201,"Work & Work-Related Activities - Work-Related Activities - Socializing, relaxing, and leisure as part of job",05,Work & Work-Related Activities,02,Work-Related Activities,01,"Socializing, relaxing, and leisure as part of job",,,"Work & Work-Related Activities - Work-Related Activities - Socializing, relaxing, and leisure as part of job"
050202,Work & Work-Related Activities - Work-Related Activities - Eating and drinking as part of job,05,Work & Work-Related Activities,02,Work-Related Activities,02,Eating and drinking as part of job,,,Work & Work-Related Activities - Work-Related Activities - Eating and drinking as part of job
050203,Work & Work-Related Activities - Work-Related Activities - Sports and exercise as part of job,05,Work & Work-Related Activities,02,Work-Related Activities,03,Sports and exercise as part of job,,,Work & Work-Related Activities - Work-Related Activities - Sports and exercise as part of job
050204,Work & Work-Related Activities - Work-Related Activities - Security procedures as part of job,05,Work & Work-Related Activities,02,Work-Related Activities,04,Security procedures as part of job,,,Work & Work-Related Activities - Work-Related Activities - Security procedures as part of job
050205,Work & Work-Related Activities - Work-Related Activities - Waiting associated with work-related activities,05,Work & Work-Related Activities,02,Work-Related Activities,05,Waiting associated with work-related activities,,,Work & Work-Related Activities - Work-Related Activities - Waiting associated with work-related activities
050299,"Work & Work-Related Activities - Work-Related Activities - Work-related activities, n.e.c.*",05,Work & Work-Related Activities,02,Work-Related Activities,99,"Work-related activities, n.e.c.*",,,"Work & Work-Related Activities - Work-Related Activities - Work-related activities, n.e.c.*"
050301,"Work & Work-Related Activities - Other Income-generating Activities - Income-generating hobbies, crafts, and food",05,Work & Work-Related Activities,03,Other Income-generating Activities,01,"Income-generating hobbies, crafts, and food",,,"Work & Work-Related Activities - Other Income-generating Activities - Income-generating hobbies, crafts, and food"
050302,Work & Work-Related Activities - Other Income-generating Activities - Income-generating performances ,05,Work & Work-Related Activities,03,Other Income-generating Activities,02,Income-generating performances ,,,Work & Work-Related Activities - Other Income-generating Activities - Income-generating performances 
050303,Work & Work-Related Activities - Other Income-generating Activities - Income-generating services ,05,Work & Work-Related Activities,03,Other Income-generating Activities,03,Income-generating services ,,,Work & Work-Related Activities - Other Income-generating Activities - Income-generating services 
050304,Work & Work-Related Activities - Other Income-generating Activities - Income-generating rental property activities,05,Work & Work-Related Activities,03,Other Income-generating Activities,04,Income-generating rental property activities,,,Work & Work-Related Activities - Other Income-generating Activities - Income-generating rental property activities
050305,Work & Work-Related Activities - Other Income-generating Activities - Waiting associated with other income-generating activities,05,Work & Work-Related Activities,03,Other Income-generating Activities,05,Waiting associated with other income-generating activities,,,Work & Work-Related Activities - Other Income-generating Activities - Waiting associated with other income-generating activities
050399,"Work & Work-Related Activities - Other Income-generating Activities - Other income-generating activities, n.e.c.*",05,Work & Work-Related Activities,03,Other Income-generating Activities,99,"Other income-generating activities, n.e.c.*",,,"Work & Work-Related Activities - Other Income-generating Activities - Other income-generating activities, n.e.c.*"
050401,Work & Work-Related Activities - Job Search and Interviewing  - Job search activities,05,Work & Work-Related Activities,04,Job Search and Interviewing ,01,Job search activities,,,Work & Work-Related Activities - Job Search and Interviewing  - Job search activities
050403,Work & Work-Related Activities - Job Search and Interviewing  - Job interviewing ,05,Work & Work-Related Activities,04,Job Search and Interviewing ,03,Job interviewing ,,,Work & Work-Related Activities - Job Search and Interviewing  - Job interviewing 
050404,Work & Work-Related Activities - Job Search and Interviewing  - Waiting associated with job search or interview,05,Work & Work-Related Activities,04,Job Search and Interviewing ,04,Waiting associated with job search or interview,,,Work & Work-Related Activities - Job Search and Interviewing  - Waiting associated with job search or interview
050405,Work & Work-Related Activities - Job Search and Interviewing  - Security procedures rel. to job search/interviewing,05,Work & Work-Related Activities,04,Job Search and Interviewing ,05,Security procedures rel. to job search/interviewing,,,Work & Work-Related Activities - Job Search and Interviewing  - Security procedures rel. to job search/interviewing
050499,"Work & Work-Related Activities - Job Search and Interviewing  - Job search and Interviewing, n.e.c.*",05,Work & Work-Related Activities,04,Job Search and Interviewing ,99,"Job search and Interviewing, n.e.c.*",,,"Work & Work-Related Activities - Job Search and Interviewing  - Job search and Interviewing, n.e.c.*"
059999,"Work & Work-Related Activities - Work and Work-Related Activities, n.e.c.* - Work and Work-Related Activities, n.e.c.*",05,Work & Work-Related Activities,99,"Work and Work-Related Activities, n.e.c.*",99,"Work and Work-Related Activities, n.e.c.*",,,"Work & Work-Related Activities - Work and Work-Related Activities, n.e.c.* - Work and Work-Related Activities, n.e.c.*"
060101,"Education - Taking Class - Taking class for degree, certification, or licensure",06,Education,01,Taking Class,01,"Taking class for degree, certification, or licensure",,,"Education - Taking Class - Taking class for degree, certification, or licensure"
060102,Education - Taking Class - Taking class for personal interest,06,Education,01,Taking Class,02,Taking class for personal interest,,,Education - Taking Class - Taking class for personal interest
060103,Education - Taking Class - Waiting associated with taking classes,06,Education,01,Taking Class,03,Waiting associated with taking classes,,,Education - Taking Class - Waiting associated with taking classes
060104,Education - Taking Class - Security procedures rel. to taking classes,06,Education,01,Taking Class,04,Security procedures rel. to taking classes,,,Education - Taking Class - Security procedures rel. to taking classes
060199,"Education - Taking Class - Taking class, n.e.c.* ",06,Education,01,Taking Class,99,"Taking class, n.e.c.* ",,,"Education - Taking Class - Taking class, n.e.c.* "
060201,Education - Extracurricular School Activities (Except Sports) - Extracurricular club activities,06,Education,02,Extracurricular School Activities (Except Sports),01,Extracurricular club activities,,,Education - Extracurricular School Activities (Except Sports) - Extracurricular club activities
060202,Education - Extracurricular School Activities (Except Sports) - Extracurricular music & performance activities,06,Education,02,Extracurricular School Activities (Except Sports),02,Extracurricular music & performance activities,,,Education - Extracurricular School Activities (Except Sports) - Extracurricular music & performance activities
060203,Education - Extracurricular School Activities (Except Sports) - Extracurricular student government activities,06,Education,02,Extracurricular School Activities (Except Sports),03,Extracurricular student government activities,,,Education - Extracurricular School Activities (Except Sports) - Extracurricular student government activities
060204,Education - Extracurricular School Activities (Except Sports) - Waiting associated with extracurricular activities,06,Education,02,Extracurricular School Activities (Except Sports),04,Waiting associated with extracurricular activities,,,Education - Extracurricular School Activities (Except Sports) - Waiting associated with extracurricular activities
060299,"Education - Extracurricular School Activities (Except Sports) - Education-related extracurricular activities, n.e.c.*",06,Education,02,Extracurricular School Activities (Except Sports),99,"Education-related extracurricular activities, n.e.c.*",,,"Education - Extracurricular School Activities (Except Sports) - Education-related extracurricular activities, n.e.c.*"
060301,"Education - Research/Homework - Research/homework for class for degree, certification, or licensure",06,Education,03,Research/Homework,01,"Research/homework for class for degree, certification, or licensure",,,"Education - Research/Homework - Research/homework for class for degree, certification, or licensure"
060302,Education - Research/Homework - Research/homework for class for pers. interest,06,Education,03,Research/Homework,02,Research/homework for class for pers. interest,,,Education - Research/Homework - Research/homework for class for pers. interest
060303,Education - Research/Homework - Waiting associated with research/homework,06,Education,03,Research/Homework,03,Waiting associated with research/homework,,,Education - Research/Homework - Waiting associated with research/homework
060399,Education - Research/Homework - Research/homework n.e.c.*,06,Education,03,Research/Homework,99,Research/homework n.e.c.*,,,Education - Research/Homework - Research/homework n.e.c.*
060401,"Education - Registration/Administrative activities - Administrative activities: class for degree, certification, or licensure",06,Education,04,Registration/Administrative activities,01,"Administrative activities: class for degree, certification, or licensure",,,"Education - Registration/Administrative activities - Administrative activities: class for degree, certification, or licensure"
060402,Education - Registration/Administrative activities - Administrative activities: class for personal interest,06,Education,04,Registration/Administrative activities,02,Administrative activities: class for personal interest,,,Education - Registration/Administrative activities - Administrative activities: class for personal interest
060403,Education - Registration/Administrative activities - Waiting associated w/admin. activities (education),06,Education,04,Registration/Administrative activities,03,Waiting associated w/admin. activities (education),,,Education - Registration/Administrative activities - Waiting associated w/admin. activities (education)
060499,"Education - Registration/Administrative activities - Administrative for education, n.e.c.*",06,Education,04,Registration/Administrative activities,99,"Administrative for education, n.e.c.*",,,"Education - Registration/Administrative activities - Administrative for education, n.e.c.*"
069999,"Education - Education, n.e.c.* - Education, n.e.c.*",06,Education,99,"Education, n.e.c.*",99,"Education, n.e.c.*",,,"Education - Education, n.e.c.* - Education, n.e.c.*"
070101,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Grocery shopping",07,Consumer Purchases,01,"Shopping (Store, Telephone, Internet)",01,Grocery shopping,,,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Grocery shopping"
070102,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Purchasing gas",07,Consumer Purchases,01,"Shopping (Store, Telephone, Internet)",02,Purchasing gas,,,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Purchasing gas"
070103,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Purchasing food (not groceries)",07,Consumer Purchases,01,"Shopping (Store, Telephone, Internet)",03,Purchasing food (not groceries),,,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Purchasing food (not groceries)"
070104,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Shopping, except groceries, food and gas",07,Consumer Purchases,01,"Shopping (Store, Telephone, Internet)",04,"Shopping, except groceries, food and gas",,,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Shopping, except groceries, food and gas"
070105,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Waiting associated with shopping",07,Consumer Purchases,01,"Shopping (Store, Telephone, Internet)",05,Waiting associated with shopping,,,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Waiting associated with shopping"
070199,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Shopping, n.e.c.*",07,Consumer Purchases,01,"Shopping (Store, Telephone, Internet)",99,"Shopping, n.e.c.*",,,"Consumer Purchases - Shopping (Store, Telephone, Internet) - Shopping, n.e.c.*"
070201,Consumer Purchases - Researching Purchases - Comparison shopping,07,Consumer Purchases,02,Researching Purchases,01,Comparison shopping,,,Consumer Purchases - Researching Purchases - Comparison shopping
070299,"Consumer Purchases - Researching Purchases - Researching purchases, n.e.c.*",07,Consumer Purchases,02,Researching Purchases,99,"Researching purchases, n.e.c.*",,,"Consumer Purchases - Researching Purchases - Researching purchases, n.e.c.*"
070301,Consumer Purchases - Security Procedures Rel. to Consumer Purchases - Security procedures rel. to consumer purchases,07,Consumer Purchases,03,Security Procedures Rel. to Consumer Purchases,01,Security procedures rel. to consumer purchases,,,Consumer Purchases - Security Procedures Rel. to Consumer Purchases - Security procedures rel. to consumer purchases
070399,"Consumer Purchases - Security Procedures Rel. to Consumer Purchases - Security procedures rel. to consumer purchases, n.e.c.*",07,Consumer Purchases,03,Security Procedures Rel. to Consumer Purchases,99,"Security procedures rel. to consumer purchases, n.e.c.*",,,"Consumer Purchases - Security Procedures Rel. to Consumer Purchases - Security procedures rel. to consumer purchases, n.e.c.*"
079999,"Consumer Purchases - Consumer Purchases, n.e.c.* - Consumer Purchases, n.e.c.*",07,Consumer Purchases,99,"Consumer Purchases, n.e.c.*",99,"Consumer Purchases, n.e.c.*",,,"Consumer Purchases - Consumer Purchases, n.e.c.* - Consumer Purchases, n.e.c.*"
080101,Professional & Personal Care Services - Childcare Services - Using paid childcare services,08,Professional & Personal Care Services,01,Childcare Services,01,Using paid childcare services,,,Professional & Personal Care Services - Childcare Services - Using paid childcare services
080102,Professional & Personal Care Services - Childcare Services - Waiting associated w/purchasing childcare svcs,08,Professional & Personal Care Services,01,Childcare Services,02,Waiting associated w/purchasing childcare svcs,,,Professional & Personal Care Services - Childcare Services - Waiting associated w/purchasing childcare svcs
080199,"Professional & Personal Care Services - Childcare Services - Using paid childcare services, n.e.c.*",08,Professional & Personal Care Services,01,Childcare Services,99,"Using paid childcare services, n.e.c.*",,,"Professional & Personal Care Services - Childcare Services - Using paid childcare services, n.e.c.*"
080201,Professional & Personal Care Services - Financial Services and Banking - Banking,08,Professional & Personal Care Services,02,Financial Services and Banking,01,Banking,,,Professional & Personal Care Services - Financial Services and Banking - Banking
080202,Professional & Personal Care Services - Financial Services and Banking - Using other financial services,08,Professional & Personal Care Services,02,Financial Services and Banking,02,Using other financial services,,,Professional & Personal Care Services - Financial Services and Banking - Using other financial services
080203,Professional & Personal Care Services - Financial Services and Banking - Waiting associated w/banking/financial services,08,Professional & Personal Care Services,02,Financial Services and Banking,03,Waiting associated w/banking/financial services,,,Professional & Personal Care Services - Financial Services and Banking - Waiting associated w/banking/financial services
080299,"Professional & Personal Care Services - Financial Services and Banking - Using financial services and banking, n.e.c.*",08,Professional & Personal Care Services,02,Financial Services and Banking,99,"Using financial services and banking, n.e.c.*",,,"Professional & Personal Care Services - Financial Services and Banking - Using financial services and banking, n.e.c.*"
080301,Professional & Personal Care Services - Legal Services - Using legal services,08,Professional & Personal Care Services,03,Legal Services,01,Using legal services,,,Professional & Personal Care Services - Legal Services - Using legal services
080302,Professional & Personal Care Services - Legal Services - Waiting associated with legal services,08,Professional & Personal Care Services,03,Legal Services,02,Waiting associated with legal services,,,Professional & Personal Care Services - Legal Services - Waiting associated with legal services
080399,"Professional & Personal Care Services - Legal Services - Using legal services, n.e.c.*",08,Professional & Personal Care Services,03,Legal Services,99,"Using legal services, n.e.c.*",,,"Professional & Personal Care Services - Legal Services - Using legal services, n.e.c.*"
080401,Professional & Personal Care Services - Medical and Care Services - Using health and care services outside the home,08,Professional & Personal Care Services,04,Medical and Care Services,01,Using health and care services outside the home,,,Professional & Personal Care Services - Medical and Care Services - Using health and care services outside the home
080402,Professional & Personal Care Services - Medical and Care Services - Using in-home health and care services,08,Professional & Personal Care Services,04,Medical and Care Services,02,Using in-home health and care services,,,Professional & Personal Care Services - Medical and Care Services - Using in-home health and care services
080403,Professional & Personal Care Services - Medical and Care Services - Waiting associated with medical services,08,Professional & Personal Care Services,04,Medical and Care Services,03,Waiting associated with medical services,,,Professional & Personal Care Services - Medical and Care Services - Waiting associated with medical services
080499,"Professional & Personal Care Services - Medical and Care Services - Using medical services, n.e.c.*",08,Professional & Personal Care Services,04,Medical and Care Services,99,"Using medical services, n.e.c.*",,,"Professional & Personal Care Services - Medical and Care Services - Using medical services, n.e.c.*"
080501,Professional & Personal Care Services - Personal Care Services - Using personal care services,08,Professional & Personal Care Services,05,Personal Care Services,01,Using personal care services,,,Professional & Personal Care Services - Personal Care Services - Using personal care services
080502,Professional & Personal Care Services - Personal Care Services - Waiting associated w/personal care services,08,Professional & Personal Care Services,05,Personal Care Services,02,Waiting associated w/personal care services,,,Professional & Personal Care Services - Personal Care Services - Waiting associated w/personal care services
080599,"Professional & Personal Care Services - Personal Care Services - Using personal care services, n.e.c.*",08,Professional & Personal Care Services,05,Personal Care Services,99,"Using personal care services, n.e.c.*",,,"Professional & Personal Care Services - Personal Care Services - Using personal care services, n.e.c.*"
080601,Professional & Personal Care Services - Real Estate - Activities rel. to purchasing/selling real estate,08,Professional & Personal Care Services,06,Real Estate,01,Activities rel. to purchasing/selling real estate,,,Professional & Personal Care Services - Real Estate - Activities rel. to purchasing/selling real estate
080602,Professional & Personal Care Services - Real Estate - Waiting associated w/purchasing/selling real estate,08,Professional & Personal Care Services,06,Real Estate,02,Waiting associated w/purchasing/selling real estate,,,Professional & Personal Care Services - Real Estate - Waiting associated w/purchasing/selling real estate
080699,"Professional & Personal Care Services - Real Estate - Using real estate services, n.e.c.*",08,Professional & Personal Care Services,06,Real Estate,99,"Using real estate services, n.e.c.*",,,"Professional & Personal Care Services - Real Estate - Using real estate services, n.e.c.*"
080701,Professional & Personal Care Services - Veterinary Services (excluding grooming) - Using veterinary services,08,Professional & Personal Care Services,07,Veterinary Services (excluding grooming),01,Using veterinary services,,,Professional & Personal Care Services - Veterinary Services (excluding grooming) - Using veterinary services
080702,Professional & Personal Care Services - Veterinary Services (excluding grooming) - Waiting associated with veterinary services,08,Professional & Personal Care Services,07,Veterinary Services (excluding grooming),02,Waiting associated with veterinary services,,,Professional & Personal Care Services - Veterinary Services (excluding grooming) - Waiting associated with veterinary services
080799,"Professional & Personal Care Services - Veterinary Services (excluding grooming) - Using veterinary services, n.e.c.*",08,Professional & Personal Care Services,07,Veterinary Services (excluding grooming),99,"Using veterinary services, n.e.c.*",,,"Professional & Personal Care Services - Veterinary Services (excluding grooming) - Using veterinary services, n.e.c.*"
080801,Professional & Personal Care Services - Security Procedures Rel. to Professional/Personal Svcs. - Security procedures rel. to professional/personal svcs.,08,Professional & Personal Care Services,08,Security Procedures Rel. to Professional/Personal Svcs.,01,Security procedures rel. to professional/personal svcs.,,,Professional & Personal Care Services - Security Procedures Rel. to Professional/Personal Svcs. - Security procedures rel. to professional/personal svcs.
080899,Professional & Personal Care Services - Security Procedures Rel. to Professional/Personal Svcs. - Security procedures rel. to professional/personal svcs n.e.c.*,08,Professional & Personal Care Services,08,Security Procedures Rel. to Professional/Personal Svcs.,99,Security procedures rel. to professional/personal svcs n.e.c.*,,,Professional & Personal Care Services - Security Procedures Rel. to Professional/Personal Svcs. - Security procedures rel. to professional/personal svcs n.e.c.*
089999,"Professional & Personal Care Services - Professional and Personal Services, n.e.c.* - Professional and Personal Services, n.e.c.*",08,Professional & Personal Care Services,99,"Professional and Personal Services, n.e.c.*",99,"Professional and Personal Services, n.e.c.*",,,"Professional & Personal Care Services - Professional and Personal Services, n.e.c.* - Professional and Personal Services, n.e.c.*"
090101,Household Services - Household Services (not done by self) - Using interior cleaning services ,09,Household Services,01,Household Services (not done by self),01,Using interior cleaning services ,,,Household Services - Household Services (not done by self) - Using interior cleaning services 
090102,Household Services - Household Services (not done by self) - Using meal preparation services,09,Household Services,01,Household Services (not done by self),02,Using meal preparation services,,,Household Services - Household Services (not done by self) - Using meal preparation services
090103,Household Services - Household Services (not done by self) - Using clothing repair and cleaning services,09,Household Services,01,Household Services (not done by self),03,Using clothing repair and cleaning services,,,Household Services - Household Services (not done by self) - Using clothing repair and cleaning services
090104,Household Services - Household Services (not done by self) - Waiting associated with using household services,09,Household Services,01,Household Services (not done by self),04,Waiting associated with using household services,,,Household Services - Household Services (not done by self) - Waiting associated with using household services
090199,"Household Services - Household Services (not done by self) - Using household services, n.e.c.*",09,Household Services,01,Household Services (not done by self),99,"Using household services, n.e.c.*",,,"Household Services - Household Services (not done by self) - Using household services, n.e.c.*"
090201,Household Services - Home Maint/Repair/Decor/Construction (not done by self) - Using home maint/repair/d残or/construction svcs,09,Household Services,02,Home Maint/Repair/Decor/Construction (not done by self),01,Using home maint/repair/d残or/construction svcs,,,Household Services - Home Maint/Repair/Decor/Construction (not done by self) - Using home maint/repair/d残or/construction svcs
090202,Household Services - Home Maint/Repair/Decor/Construction (not done by self) - Waiting associated w/ home main/repair/d残or/constr,09,Household Services,02,Home Maint/Repair/Decor/Construction (not done by self),02,Waiting associated w/ home main/repair/d残or/constr,,,Household Services - Home Maint/Repair/Decor/Construction (not done by self) - Waiting associated w/ home main/repair/d残or/constr
090299,"Household Services - Home Maint/Repair/Decor/Construction (not done by self) - Using home maint/repair/d残or/constr services, n.e.c.*",09,Household Services,02,Home Maint/Repair/Decor/Construction (not done by self),99,"Using home maint/repair/d残or/constr services, n.e.c.*",,,"Household Services - Home Maint/Repair/Decor/Construction (not done by self) - Using home maint/repair/d残or/constr services, n.e.c.*"
090301,"Household Services - Pet Services (not done by self, not vet) - Using pet services",09,Household Services,03,"Pet Services (not done by self, not vet)",01,Using pet services,,,"Household Services - Pet Services (not done by self, not vet) - Using pet services"
