CODE,DESC,TU1CODE,TU1DESC,TU2CODE,TU2DESC,TU3CODE,TU3DESC,,,
090302,"Household Services - Pet Services (not done by self, not vet) - Waiting associated with pet services",09,Household Services,03,"Pet Services (not done by self, not vet)",02,Waiting associated with pet services,,,"Household Services - Pet Services (not done by self, not vet) - Waiting associated with pet services"
090399,"Household Services - Pet Services (not done by self, not vet) - Using pet services, n.e.c.*",09,Household Services,03,"Pet Services (not done by self, not vet)",99,"Using pet services, n.e.c.*",,,"Household Services - Pet Services (not done by self, not vet) - Using pet services, n.e.c.*"
090401,Household Services - Lawn & Garden Services (not done by self) - Using lawn and garden services,09,Household Services,04,Lawn & Garden Services (not done by self),01,Using lawn and garden services,,,Household Services - Lawn & Garden Services (not done by self) - Using lawn and garden services
090402,Household Services - Lawn & Garden Services (not done by self) - Waiting associated with using lawn & garden services,09,Household Services,04,Lawn & Garden Services (not done by self),02,Waiting associated with using lawn & garden services,,,Household Services - Lawn & Garden Services (not done by self) - Waiting associated with using lawn & garden services
090499,"Household Services - Lawn & Garden Services (not done by self) - Using lawn and garden services, n.e.c.*",09,Household Services,04,Lawn & Garden Services (not done by self),99,"Using lawn and garden services, n.e.c.*",,,"Household Services - Lawn & Garden Services (not done by self) - Using lawn and garden services, n.e.c.*"
090501,Household Services - Vehicle Maint. & Repair Services (not done by self) - Using vehicle maintenance or repair services,09,Household Services,05,Vehicle Maint. & Repair Services (not done by self),01,Using vehicle maintenance or repair services,,,Household Services - Vehicle Maint. & Repair Services (not done by self) - Using vehicle maintenance or repair services
090502,Household Services - Vehicle Maint. & Repair Services (not done by self) - Waiting associated with vehicle main. or repair svcs,09,Household Services,05,Vehicle Maint. & Repair Services (not done by self),02,Waiting associated with vehicle main. or repair svcs,,,Household Services - Vehicle Maint. & Repair Services (not done by self) - Waiting associated with vehicle main. or repair svcs
090599,"Household Services - Vehicle Maint. & Repair Services (not done by self) - Using vehicle maint. & repair svcs, n.e.c.*",09,Household Services,05,Vehicle Maint. & Repair Services (not done by self),99,"Using vehicle maint. & repair svcs, n.e.c.*",,,"Household Services - Vehicle Maint. & Repair Services (not done by self) - Using vehicle maint. & repair svcs, n.e.c.*"
099999,"Household Services - Household Services, n.e.c.* - Household Services, n.e.c.*",09,Household Services,99,"Household Services, n.e.c.*",99,"Household Services, n.e.c.*",,,"Household Services - Household Services, n.e.c.* - Household Services, n.e.c.*"
100101,Government Services & Civic Obligations - Using Government Services - Using police and fire services,10,Government Services & Civic Obligations,01,Using Government Services,01,Using police and fire services,,,Government Services & Civic Obligations - Using Government Services - Using police and fire services
100102,Government Services & Civic Obligations - Using Government Services - Using social services,10,Government Services & Civic Obligations,01,Using Government Services,02,Using social services,,,Government Services & Civic Obligations - Using Government Services - Using social services
100103,"Government Services & Civic Obligations - Using Government Services - Obtaining licenses & paying fines, fees, taxes",10,Government Services & Civic Obligations,01,Using Government Services,03,"Obtaining licenses & paying fines, fees, taxes",,,"Government Services & Civic Obligations - Using Government Services - Obtaining licenses & paying fines, fees, taxes"
100199,"Government Services & Civic Obligations - Using Government Services - Using government services, n.e.c.*",10,Government Services & Civic Obligations,01,Using Government Services,99,"Using government services, n.e.c.*",,,"Government Services & Civic Obligations - Using Government Services - Using government services, n.e.c.*"
100201,Government Services & Civic Obligations - Civic Obligations & Participation - Civic obligations & participation,10,Government Services & Civic Obligations,02,Civic Obligations & Participation,01,Civic obligations & participation,,,Government Services & Civic Obligations - Civic Obligations & Participation - Civic obligations & participation
100299,"Government Services & Civic Obligations - Civic Obligations & Participation - Civic obligations & participation, n.e.c.*",10,Government Services & Civic Obligations,02,Civic Obligations & Participation,99,"Civic obligations & participation, n.e.c.*",,,"Government Services & Civic Obligations - Civic Obligations & Participation - Civic obligations & participation, n.e.c.*"
100304,Government Services & Civic Obligations - Waiting Associated w/Govt Svcs or Civic Obligations - Waiting associated with using government services,10,Government Services & Civic Obligations,03,Waiting Associated w/Govt Svcs or Civic Obligations,04,Waiting associated with using government services,,,Government Services & Civic Obligations - Waiting Associated w/Govt Svcs or Civic Obligations - Waiting associated with using government services
100305,Government Services & Civic Obligations - Waiting Associated w/Govt Svcs or Civic Obligations - Waiting associated with civic obligations & participation,10,Government Services & Civic Obligations,03,Waiting Associated w/Govt Svcs or Civic Obligations,05,Waiting associated with civic obligations & participation,,,Government Services & Civic Obligations - Waiting Associated w/Govt Svcs or Civic Obligations - Waiting associated with civic obligations & participation
100399,"Government Services & Civic Obligations - Waiting Associated w/Govt Svcs or Civic Obligations - Waiting assoc. w/govt svcs or civic obligations, n.e.c.*",10,Government Services & Civic Obligations,03,Waiting Associated w/Govt Svcs or Civic Obligations,99,"Waiting assoc. w/govt svcs or civic obligations, n.e.c.*",,,"Government Services & Civic Obligations - Waiting Associated w/Govt Svcs or Civic Obligations - Waiting assoc. w/govt svcs or civic obligations, n.e.c.*"
100401,Government Services & Civic Obligations - Security Procedures Rel. to Govt Svcs/Civic Obligations - Security procedures rel. to govt svcs/civic obligations,10,Government Services & Civic Obligations,04,Security Procedures Rel. to Govt Svcs/Civic Obligations,01,Security procedures rel. to govt svcs/civic obligations,,,Government Services & Civic Obligations - Security Procedures Rel. to Govt Svcs/Civic Obligations - Security procedures rel. to govt svcs/civic obligations
100499,"Government Services & Civic Obligations - Security Procedures Rel. to Govt Svcs/Civic Obligations - Security procedures rel. to govt svcs/civic obligations, n.e.c.*",10,Government Services & Civic Obligations,04,Security Procedures Rel. to Govt Svcs/Civic Obligations,99,"Security procedures rel. to govt svcs/civic obligations, n.e.c.*",,,"Government Services & Civic Obligations - Security Procedures Rel. to Govt Svcs/Civic Obligations - Security procedures rel. to govt svcs/civic obligations, n.e.c.*"
109999,"Government Services & Civic Obligations - Government Services, n.e.c.* - Government Services, n.e.c.*",10,Government Services & Civic Obligations,99,"Government Services, n.e.c.*",99,"Government Services, n.e.c.*",,,"Government Services & Civic Obligations - Government Services, n.e.c.* - Government Services, n.e.c.*"
110101,Eating and Drinking - Eating and Drinking  - Eating and drinking,11,Eating and Drinking,01,Eating and Drinking ,01,Eating and drinking,,,Eating and Drinking - Eating and Drinking  - Eating and drinking
110199,"Eating and Drinking - Eating and Drinking  - Eating and drinking, n.e.c.*",11,Eating and Drinking,01,Eating and Drinking ,99,"Eating and drinking, n.e.c.*",,,"Eating and Drinking - Eating and Drinking  - Eating and drinking, n.e.c.*"
110201,Eating and Drinking - Waiting associated with eating & drinking - Waiting associated w/eating & drinking,11,Eating and Drinking,02,Waiting associated with eating & drinking,01,Waiting associated w/eating & drinking,,,Eating and Drinking - Waiting associated with eating & drinking - Waiting associated w/eating & drinking
110299,"Eating and Drinking - Waiting associated with eating & drinking - Waiting associated with eating & drinking, n.e.c.*",11,Eating and Drinking,02,Waiting associated with eating & drinking,99,"Waiting associated with eating & drinking, n.e.c.*",,,"Eating and Drinking - Waiting associated with eating & drinking - Waiting associated with eating & drinking, n.e.c.*"
119999,"Eating and Drinking - Eating and Drinking, n.e.c.* - Eating and Drinking, n.e.c.*",11,Eating and Drinking,99,"Eating and Drinking, n.e.c.*",99,"Eating and Drinking, n.e.c.*",,,"Eating and Drinking - Eating and Drinking, n.e.c.* - Eating and Drinking, n.e.c.*"
120101,"Socializing, Relaxing, and Leisure - Socializing and Communicating - Socializing and communicating with others",12,"Socializing, Relaxing, and Leisure",01,Socializing and Communicating,01,Socializing and communicating with others,,,"Socializing, Relaxing, and Leisure - Socializing and Communicating - Socializing and communicating with others"
120199,"Socializing, Relaxing, and Leisure - Socializing and Communicating - Socializing and communicating, n.e.c.*",12,"Socializing, Relaxing, and Leisure",01,Socializing and Communicating,99,"Socializing and communicating, n.e.c.*",,,"Socializing, Relaxing, and Leisure - Socializing and Communicating - Socializing and communicating, n.e.c.*"
120201,"Socializing, Relaxing, and Leisure - Attending or Hosting Social Events - Attending or hosting parties/receptions/ceremonies",12,"Socializing, Relaxing, and Leisure",02,Attending or Hosting Social Events,01,Attending or hosting parties/receptions/ceremonies,,,"Socializing, Relaxing, and Leisure - Attending or Hosting Social Events - Attending or hosting parties/receptions/ceremonies"
120202,"Socializing, Relaxing, and Leisure - Attending or Hosting Social Events - Attending meetings for personal interest (not volunteering)",12,"Socializing, Relaxing, and Leisure",02,Attending or Hosting Social Events,02,Attending meetings for personal interest (not volunteering),,,"Socializing, Relaxing, and Leisure - Attending or Hosting Social Events - Attending meetings for personal interest (not volunteering)"
120299,"Socializing, Relaxing, and Leisure - Attending or Hosting Social Events - Attending/hosting social events, n.e.c.*",12,"Socializing, Relaxing, and Leisure",02,Attending or Hosting Social Events,99,"Attending/hosting social events, n.e.c.*",,,"Socializing, Relaxing, and Leisure - Attending or Hosting Social Events - Attending/hosting social events, n.e.c.*"
120301,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Relaxing, thinking ",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,01,"Relaxing, thinking ",,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Relaxing, thinking "
120302,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Tobacco and drug use",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,02,Tobacco and drug use,,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Tobacco and drug use"
120303,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Television and movies (not religious)",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,03,Television and movies (not religious),,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Television and movies (not religious)"
120304,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Television (religious)",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,04,Television (religious),,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Television (religious)"
120305,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Listening to the radio",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,05,Listening to the radio,,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Listening to the radio"
120306,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Listening to/playing music (not radio)",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,06,Listening to/playing music (not radio),,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Listening to/playing music (not radio)"
120307,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Playing games",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,07,Playing games,,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Playing games"
120308,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Computer use for leisure (excluding games)",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,08,Computer use for leisure (excluding games),,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Computer use for leisure (excluding games)"
120309,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Arts and crafts as a hobby",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,09,Arts and crafts as a hobby,,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Arts and crafts as a hobby"
120310,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Collecting as a hobby",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,10,Collecting as a hobby,,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Collecting as a hobby"
120311,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Hobbies, except arts & crafts and collecting",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,11,"Hobbies, except arts & crafts and collecting",,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Hobbies, except arts & crafts and collecting"
120312,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Reading for personal interest",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,12,Reading for personal interest,,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Reading for personal interest"
120313,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Writing for personal interest ",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,13,Writing for personal interest ,,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Writing for personal interest "
120399,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Relaxing and leisure, n.e.c.*",12,"Socializing, Relaxing, and Leisure",03,Relaxing and Leisure,99,"Relaxing and leisure, n.e.c.*",,,"Socializing, Relaxing, and Leisure - Relaxing and Leisure - Relaxing and leisure, n.e.c.*"
120401,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Attending performing arts",12,"Socializing, Relaxing, and Leisure",04,Arts and Entertainment (other than sports),01,Attending performing arts,,,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Attending performing arts"
120402,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Attending museums",12,"Socializing, Relaxing, and Leisure",04,Arts and Entertainment (other than sports),02,Attending museums,,,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Attending museums"
120403,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Attending movies/film",12,"Socializing, Relaxing, and Leisure",04,Arts and Entertainment (other than sports),03,Attending movies/film,,,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Attending movies/film"
120404,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Attending gambling establishments",12,"Socializing, Relaxing, and Leisure",04,Arts and Entertainment (other than sports),04,Attending gambling establishments,,,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Attending gambling establishments"
120405,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Security procedures rel. to arts & entertainment",12,"Socializing, Relaxing, and Leisure",04,Arts and Entertainment (other than sports),05,Security procedures rel. to arts & entertainment,,,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Security procedures rel. to arts & entertainment"
120499,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Arts and entertainment, n.e.c.*",12,"Socializing, Relaxing, and Leisure",04,Arts and Entertainment (other than sports),99,"Arts and entertainment, n.e.c.*",,,"Socializing, Relaxing, and Leisure - Arts and Entertainment (other than sports) - Arts and entertainment, n.e.c.*"
120501,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting assoc. w/socializing & communicating",12,"Socializing, Relaxing, and Leisure",05,"Waiting Associated with Socializing, Relaxing, and Leisure",01,Waiting assoc. w/socializing & communicating,,,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting assoc. w/socializing & communicating"
120502,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting assoc. w/attending/hosting social events",12,"Socializing, Relaxing, and Leisure",05,"Waiting Associated with Socializing, Relaxing, and Leisure",02,Waiting assoc. w/attending/hosting social events,,,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting assoc. w/attending/hosting social events"
120503,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting associated with relaxing/leisure",12,"Socializing, Relaxing, and Leisure",05,"Waiting Associated with Socializing, Relaxing, and Leisure",03,Waiting associated with relaxing/leisure,,,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting associated with relaxing/leisure"
120504,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting associated with arts & entertainment",12,"Socializing, Relaxing, and Leisure",05,"Waiting Associated with Socializing, Relaxing, and Leisure",04,Waiting associated with arts & entertainment,,,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting associated with arts & entertainment"
120599,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting associated with socializing, n.e.c.*",12,"Socializing, Relaxing, and Leisure",05,"Waiting Associated with Socializing, Relaxing, and Leisure",99,"Waiting associated with socializing, n.e.c.*",,,"Socializing, Relaxing, and Leisure - Waiting Associated with Socializing, Relaxing, and Leisure - Waiting associated with socializing, n.e.c.*"
129999,"Socializing, Relaxing, and Leisure - Socializing, Relaxing, and Leisure, n.e.c.* - Socializing, Relaxing, and Leisure, n.e.c.*",12,"Socializing, Relaxing, and Leisure",99,"Socializing, Relaxing, and Leisure, n.e.c.*",99,"Socializing, Relaxing, and Leisure, n.e.c.*",,,"Socializing, Relaxing, and Leisure - Socializing, Relaxing, and Leisure, n.e.c.* - Socializing, Relaxing, and Leisure, n.e.c.*"
130101,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Doing aerobics",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",01,Doing aerobics,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Doing aerobics"
130102,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing baseball",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",02,Playing baseball,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing baseball"
130103,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing basketball",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",03,Playing basketball,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing basketball"
130104,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Biking",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",04,Biking,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Biking"
130105,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing billiards",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",05,Playing billiards,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing billiards"
130106,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Boating",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",06,Boating,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Boating"
130107,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Bowling ",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",07,Bowling ,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Bowling "
130108,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Climbing, spelunking, caving",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",08,"Climbing, spelunking, caving",,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Climbing, spelunking, caving"
130109,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Dancing",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",09,Dancing,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Dancing"
130110,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Participating in equestrian sports",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",10,Participating in equestrian sports,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Participating in equestrian sports"
130111,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Fencing",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",11,Fencing,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Fencing"
130112,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Fishing",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",12,Fishing,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Fishing"
130113,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing football",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",13,Playing football,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing football"
130114,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Golfing",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",14,Golfing,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Golfing"
130115,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Doing gymnastics",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",15,Doing gymnastics,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Doing gymnastics"
130116,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Hiking",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",16,Hiking,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Hiking"
130117,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing hockey",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",17,Playing hockey,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing hockey"
130118,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Hunting",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",18,Hunting,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Hunting"
130119,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Participating in martial arts",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",19,Participating in martial arts,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Participating in martial arts"
130120,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing racquet sports ",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",20,Playing racquet sports ,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing racquet sports "
130110,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Participating in rodeo competitions",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",10,Participating in rodeo competitions,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Participating in rodeo competitions"
130122,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Rollerblading",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",22,Rollerblading,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Rollerblading"
130123,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing rugby",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",23,Playing rugby,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing rugby"
130124,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Running",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",24,Running,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Running"
130125,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Skiing, ice skating, snowboarding",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",25,"Skiing, ice skating, snowboarding",,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Skiing, ice skating, snowboarding"
130126,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing soccer",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",26,Playing soccer,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing soccer"
130127,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Softball",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",27,Softball,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Softball"
130128,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Using cardiovascular equipment",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",28,Using cardiovascular equipment,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Using cardiovascular equipment"
130129,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Vehicle touring/racing",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",29,Vehicle touring/racing,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Vehicle touring/racing"
130130,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing volleyball",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",30,Playing volleyball,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing volleyball"
130131,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Walking",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",31,Walking,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Walking"
130132,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Participating in water sports",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",32,Participating in water sports,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Participating in water sports"
130133,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Weightlifting/strength training",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",33,Weightlifting/strength training,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Weightlifting/strength training"
130134,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Working out, unspecified",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",34,"Working out, unspecified",,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Working out, unspecified"
130135,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Wrestling",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",35,Wrestling,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Wrestling"
130136,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Doing yoga",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",36,Doing yoga,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Doing yoga"
130199,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing sports n.e.c.*",13,"Sports, Exercise, and Recreation",01,"Participating in Sports, Exercise, or Recreation ",99,Playing sports n.e.c.*,,,"Sports, Exercise, and Recreation - Participating in Sports, Exercise, or Recreation  - Playing sports n.e.c.*"
130201,"Sports, Exercise, and Recreation - Attending Sporting/Recreational Events - Watching aerobics",13,"Sports, Exercise, and Recreation",02,Attending Sporting/Recreational Events,01,Watching aerobics,,,"Sports, Exercise, and Recreation - Attending Sporting/Recreational Events - Watching aerobics"
130202,"Sports, Exercise, and Recreation - Attending Sporting/Recreational Events - Watching baseball",13,"Sports, Exercise, and Recreation",02,Attending Sporting/Recreational Events,02,Watching baseball,,,"Sports, Exercise, and Recreation - Attending Sporting/Recreational Events - Watching baseball"
